pkt,sample_idx,rssi,ant_array,channel,i,q,slot_duration,sample_rate,filtering
4,19,-71,6,9,-142,42,2,1,0
4,20,-71,6,9,-170,393,2,1,0
4,21,-71,6,9,-48,227,2,1,0
4,22,-71,6,9,-144,22,2,1,0
4,23,-71,6,9,-218,280,2,1,0
4,24,-71,6,9,-135,138,2,1,0
4,25,-71,6,9,-173,12,2,1,0
4,26,-71,6,9,-299,230,2,1,0
4,27,-71,6,9,-171,132,2,1,0
4,28,-71,6,9,-138,-69,2,1,0
4,29,-71,6,9,-330,151,2,1,0
4,30,-71,6,9,-218,108,2,1,0
4,31,-71,6,9,-135,-81,2,1,0
4,32,-71,6,9,-361,31,2,1,0
4,33,-71,6,9,-215,19,2,1,0
4,34,-71,6,9,-102,-130,2,1,0
4,35,-71,6,9,-381,-66,2,1,0
4,36,-71,6,9,-185,-29,2,1,0
4,37,-71,6,9,-97,-159,2,1,0
4,38,-71,6,9,-353,-135,2,1,0
4,39,-71,6,9,-187,-88,2,1,0
4,40,-71,6,9,-35,-157,2,1,0
4,41,-71,6,9,-320,-216,2,1,0
4,42,-71,6,9,-169,-80,2,1,0
4,43,-71,6,9,19,-168,2,1,0
4,44,-71,6,9,-243,-301,2,1,0
5,0,-68,6,14,396,305,2,1,0
5,1,-68,6,14,-312,383,2,1,0
5,2,-68,6,14,-360,-285,2,1,0
5,3,-68,6,14,351,-377,2,1,0
5,4,-68,6,14,348,365,2,1,0
5,5,-68,6,14,-371,352,2,1,0
5,6,-68,6,14,-316,-397,2,1,0
5,7,-68,6,14,381,-354,2,1,0
5,8,-68,6,14,435,-255,2,1,0
5,9,-68,6,14,153,-159,2,1,0
5,10,-68,6,14,106,28,2,1,0
5,11,-68,6,14,495,-76,2,1,0
5,12,-68,6,14,236,-81,2,1,0
5,13,-68,6,14,80,89,2,1,0
5,14,-68,6,14,524,59,2,1,0
5,15,-68,6,14,234,1,2,1,0
5,16,-68,6,14,62,93,2,1,0
5,17,-68,6,14,455,289,2,1,0
5,18,-68,6,14,221,114,2,1,0
5,19,-68,6,14,-2,95,2,1,0
5,20,-68,6,14,370,372,2,1,0
5,21,-68,6,14,195,147,2,1,0
5,22,-68,6,14,-44,114,2,1,0
5,23,-68,6,14,128,442,2,1,0
5,24,-68,6,14,85,213,2,1,0
5,25,-68,6,14,-82,107,2,1,0
5,26,-68,6,14,-35,518,2,1,0
5,27,-68,6,14,51,234,2,1,0
5,28,-68,6,14,-131,51,2,1,0
5,29,-68,6,14,-268,471,2,1,0
5,30,-68,6,14,-54,286,2,1,0
5,31,-68,6,14,-132,39,2,1,0
5,32,-68,6,14,-343,346,2,1,0
5,33,-68,6,14,-125,200,2,1,0
5,34,-68,6,14,-130,-21,2,1,0
5,35,-68,6,14,-456,182,2,1,0
5,36,-68,6,14,-214,108,2,1,0
5,37,-68,6,14,-90,-71,2,1,0
5,38,-68,6,14,-475,40,2,1,0
5,39,-68,6,14,-220,65,2,1,0
5,40,-68,6,14,-76,-106,2,1,0
5,41,-68,6,14,-456,-224,2,1,0
5,42,-68,6,14,-204,-53,2,1,0
5,43,-68,6,14,-49,-114,2,1,0
5,44,-68,6,14,-365,-293,2,1,0
6,0,-69,6,1,-173,391,2,1,0
6,1,-69,6,1,-411,-165,2,1,0
6,2,-69,6,1,176,-391,2,1,0
6,3,-69,6,1,376,196,2,1,0
6,4,-69,6,1,-217,366,2,1,0
6,5,-69,6,1,-362,-220,2,1,0
6,6,-69,6,1,228,-363,2,1,0
6,7,-69,6,1,349,247,2,1,0
6,8,-69,6,1,333,263,2,1,0
6,9,-69,6,1,195,110,2,1,0
6,10,-69,6,1,-11,122,2,1,0
6,11,-69,6,1,264,341,2,1,0
6,12,-69,6,1,166,153,2,1,0
6,13,-69,6,1,-21,123,2,1,0
6,14,-69,6,1,203,378,2,1,0
6,15,-69,6,1,140,183,2,1,0
6,16,-69,6,1,-54,115,2,1,0
6,17,-69,6,1,87,432,2,1,0
6,18,-69,6,1,55,216,2,1,0
6,19,-69,6,1,-90,90,2,1,0
6,20,-69,6,1,-50,438,2,1,0
6,21,-69,6,1,26,227,2,1,0
6,22,-69,6,1,-109,59,2,1,0
6,23,-69,6,1,-157,392,2,1,0
6,24,-69,6,1,-47,221,2,1,0
6,25,-69,6,1,-130,35,2,1,0
6,26,-69,6,1,-281,329,2,1,0
6,27,-69,6,1,-119,202,2,1,0
6,28,-69,6,1,-136,-9,2,1,0
6,29,-69,6,1,-310,295,2,1,0
6,30,-69,6,1,-142,169,2,1,0
6,31,-69,6,1,-128,-33,2,1,0
6,32,-69,6,1,-391,161,2,1,0
6,33,-69,6,1,-207,116,2,1,0
6,34,-69,6,1,-116,-75,2,1,0
6,35,-69,6,1,-418,54,2,1,0
6,36,-69,6,1,-224,44,2,1,0
6,37,-69,6,1,-100,-95,2,1,0
6,38,-69,6,1,-428,-15,2,1,0
6,39,-69,6,1,-219,37,2,1,0
6,40,-69,6,1,-74,-106,2,1,0
6,41,-69,6,1,-402,-140,2,1,0
6,42,-69,6,1,-216,-37,2,1,0
6,43,-69,6,1,-46,-125,2,1,0
6,44,-69,6,1,-374,-212,2,1,0
7,0,-69,6,20,-221,366,2,1,0
7,1,-69,6,20,-364,-222,2,1,0
7,2,-69,6,20,227,-340,2,1,0
7,3,-69,6,20,362,209,2,1,0
7,4,-69,6,20,-215,353,2,1,0
7,5,-69,6,20,-358,-230,2,1,0
7,6,-69,6,20,218,-354,2,1,0
7,7,-69,6,20,356,237,2,1,0
7,8,-69,6,20,369,207,2,1,0
7,9,-69,6,20,204,62,2,1,0
7,10,-69,6,20,48,117,2,1,0
7,11,-69,6,20,404,125,2,1,0
7,12,-69,6,20,215,11,2,1,0
7,13,-69,6,20,75,106,2,1,0
7,14,-69,6,20,427,-1,2,1,0
7,15,-69,6,20,205,-56,2,1,0
7,16,-69,6,20,95,95,2,1,0
7,17,-69,6,20,410,-100,2,1,0
7,18,-69,6,20,189,-105,2,1,0
7,19,-69,6,20,115,54,2,1,0
7,20,-69,6,20,350,-248,2,1,0
7,21,-69,6,20,157,-150,2,1,0
7,22,-69,6,20,128,9,2,1,0
7,23,-69,6,20,308,-277,2,1,0
7,24,-69,6,20,121,-180,2,1,0
7,25,-69,6,20,123,-5,2,1,0
7,26,-69,6,20,219,-357,2,1,0
7,27,-69,6,20,65,-204,2,1,0
7,28,-69,6,20,119,-48,2,1,0
7,29,-69,6,20,141,-393,2,1,0
7,30,-69,6,20,11,-222,2,1,0
7,31,-69,6,20,115,-56,2,1,0
7,32,-69,6,20,44,-413,2,1,0
7,33,-69,6,20,-32,-218,2,1,0
7,34,-69,6,20,98,-89,2,1,0
7,35,-69,6,20,-6,-414,2,1,0
7,36,-69,6,20,-87,-206,2,1,0
7,37,-69,6,20,70,-111,2,1,0
7,38,-69,6,20,-159,-388,2,1,0
7,39,-69,6,20,-125,-181,2,1,0
7,40,-69,6,20,49,-124,2,1,0
7,41,-69,6,20,-234,-345,2,1,0
7,42,-69,6,20,-164,-133,2,1,0
7,43,-69,6,20,6,-134,2,1,0
7,44,-69,6,20,-310,-268,2,1,0
8,0,-69,6,25,61,-385,2,1,0
8,1,-69,6,25,457,43,2,1,0
8,2,-69,6,25,-81,375,2,1,0
8,3,-69,6,25,-428,-103,2,1,0
8,4,-69,6,25,130,-387,2,1,0
8,5,-69,6,25,401,47,2,1,0
8,6,-69,6,25,-112,409,2,1,0
8,7,-69,6,25,-388,-129,2,1,0
8,8,-69,6,25,-347,-150,2,1,0
8,9,-69,6,25,-232,-50,2,1,0
8,10,-69,6,25,-6,-146,2,1,0
8,11,-69,6,25,-347,-333,2,1,0
8,12,-69,6,25,-169,-135,2,1,0
8,13,-69,6,25,-20,-151,2,1,0
8,14,-69,6,25,-257,-325,2,1,0
8,15,-69,6,25,-185,-177,2,1,0
8,16,-69,6,25,51,-140,2,1,0
8,17,-69,6,25,-185,-444,2,1,0
8,18,-69,6,25,-78,-221,2,1,0
8,19,-69,6,25,75,-115,2,1,0
8,20,-69,6,25,-52,-476,2,1,0
8,21,-69,6,25,-96,-231,2,1,0
8,22,-69,6,25,96,-129,2,1,0
8,23,-69,6,25,-15,-384,2,1,0
8,24,-69,6,25,4,-260,2,1,0
8,25,-69,6,25,139,-61,2,1,0
8,26,-69,6,25,226,-413,2,1,0
8,27,-69,6,25,38,-259,2,1,0
8,28,-69,6,25,148,-8,2,1,0
8,29,-69,6,25,212,-336,2,1,0
8,30,-69,6,25,108,-187,2,1,0
8,31,-69,6,25,137,31,2,1,0
8,32,-69,6,25,327,-219,2,1,0
8,33,-69,6,25,147,-151,2,1,0
8,34,-69,6,25,162,55,2,1,0
8,35,-69,6,25,363,-170,2,1,0
8,36,-69,6,25,214,-132,2,1,0
8,37,-69,6,25,110,64,2,1,0
8,38,-69,6,25,447,-21,2,1,0
8,39,-69,6,25,235,-87,2,1,0
8,40,-69,6,25,90,102,2,1,0
8,41,-69,6,25,417,45,2,1,0
8,42,-69,6,25,202,-21,2,1,0
8,43,-69,6,25,84,137,2,1,0
8,44,-69,6,25,395,105,2,1,0
9,0,-67,6,30,167,469,2,1,0
9,1,-67,6,30,-456,187,2,1,0
9,2,-67,6,30,-177,-456,2,1,0
9,3,-67,6,30,443,-221,2,1,0
9,4,-67,6,30,236,434,2,1,0
9,5,-67,6,30,-428,257,2,1,0
9,6,-67,6,30,-285,-400,2,1,0
9,7,-67,6,30,414,-272,2,1,0
9,8,-67,6,30,365,-334,2,1,0
9,9,-67,6,30,147,-197,2,1,0
9,10,-67,6,30,115,5,2,1,0
9,11,-67,6,30,355,-357,2,1,0
9,12,-67,6,30,64,-239,2,1,0
9,13,-67,6,30,119,-15,2,1,0
9,14,-67,6,30,179,-462,2,1,0
9,15,-67,6,30,26,-245,2,1,0
9,16,-67,6,30,110,-53,2,1,0
9,17,-67,6,30,116,-487,2,1,0
9,18,-67,6,30,-15,-235,2,1,0
9,19,-67,6,30,93,-73,2,1,0
9,20,-67,6,30,-26,-502,2,1,0
9,21,-67,6,30,-86,-225,2,1,0
9,22,-67,6,30,76,-93,2,1,0
9,23,-67,6,30,-171,-468,2,1,0
9,24,-67,6,30,-139,-192,2,1,0
9,25,-67,6,30,45,-112,2,1,0
9,26,-67,6,30,-291,-412,2,1,0
9,27,-67,6,30,-173,-168,2,1,0
9,28,-67,6,30,25,-116,2,1,0
9,29,-67,6,30,-341,-350,2,1,0
9,30,-67,6,30,-230,-75,2,1,0
9,31,-67,6,30,-15,-126,2,1,0
9,32,-67,6,30,-413,-255,2,1,0
9,33,-67,6,30,-243,-47,2,1,0
9,34,-67,6,30,-15,-117,2,1,0
9,35,-67,6,30,-468,-151,2,1,0
9,36,-67,6,30,-236,16,2,1,0
9,37,-67,6,30,-73,-104,2,1,0
9,38,-67,6,30,-496,-40,2,1,0
9,39,-67,6,30,-233,62,2,1,0
9,40,-67,6,30,-98,-79,2,1,0
9,41,-67,6,30,-494,57,2,1,0
9,42,-67,6,30,-207,120,2,1,0
9,43,-67,6,30,-101,-54,2,1,0
9,44,-67,6,30,-432,231,2,1,0
10,0,-70,6,35,-294,-215,2,1,0
10,1,-70,6,35,270,-240,2,1,0
10,2,-70,6,35,298,328,2,1,0
10,3,-70,6,35,-238,334,2,1,0
10,4,-70,6,35,-220,-243,2,1,0
10,5,-70,6,35,334,-233,2,1,0
10,6,-70,6,35,313,317,2,1,0
10,7,-70,6,35,-239,262,2,1,0
10,8,-70,6,35,-341,234,2,1,0
10,9,-70,6,35,-162,119,2,1,0
10,10,-70,6,35,-142,-62,2,1,0
10,11,-70,6,35,-336,134,2,1,0
10,12,-70,6,35,-207,102,2,1,0
10,13,-70,6,35,-120,-112,2,1,0
10,14,-70,6,35,-340,28,2,1,0
10,15,-70,6,35,-229,40,2,1,0
10,16,-70,6,35,-102,-109,2,1,0
10,17,-70,6,35,-403,-132,2,1,0
10,18,-70,6,35,-203,-37,2,1,0
10,19,-70,6,35,-35,-132,2,1,0
10,20,-70,6,35,-315,-161,2,1,0
10,21,-70,6,35,-224,-73,2,1,0
10,22,-70,6,35,-26,-156,2,1,0
10,23,-70,6,35,-312,-299,2,1,0
10,24,-70,6,35,-201,-149,2,1,0
10,25,-70,6,35,6,-138,2,1,0
10,26,-70,6,35,-228,-280,2,1,0
10,27,-70,6,35,-137,-155,2,1,0
10,28,-70,6,35,57,-132,2,1,0
10,29,-70,6,35,-175,-339,2,1,0
10,30,-70,6,35,-93,-178,2,1,0
10,31,-70,6,35,76,-114,2,1,0
10,32,-70,6,35,-42,-367,2,1,0
10,33,-70,6,35,-26,-238,2,1,0
10,34,-70,6,35,128,-103,2,1,0
10,35,-70,6,35,135,-380,2,1,0
10,36,-70,6,35,71,-234,2,1,0
10,37,-70,6,35,161,-87,2,1,0
10,38,-70,6,35,207,-330,2,1,0
10,39,-70,6,35,36,-203,2,1,0
10,40,-70,6,35,125,-18,2,1,0
10,41,-70,6,35,288,-283,2,1,0
10,42,-70,6,35,105,-187,2,1,0
10,43,-70,6,35,160,16,2,1,0
10,44,-70,6,35,267,-298,2,1,0
11,0,-69,6,3,324,271,2,1,0
11,1,-69,6,3,-269,353,2,1,0
11,2,-69,6,3,-325,-260,2,1,0
11,3,-69,6,3,296,-258,2,1,0
11,4,-69,6,3,273,314,2,1,0
11,5,-69,6,3,-341,228,2,1,0
11,6,-69,6,3,-270,-355,2,1,0
11,7,-69,6,3,328,-266,2,1,0
11,8,-69,6,3,318,-237,2,1,0
11,9,-69,6,3,189,-136,2,1,0
11,10,-69,6,3,149,87,2,1,0
11,11,-69,6,3,382,-114,2,1,0
11,12,-69,6,3,210,-94,2,1,0
11,13,-69,6,3,110,63,2,1,0
11,14,-69,6,3,406,-13,2,1,0
11,15,-69,6,3,230,-37,2,1,0
11,16,-69,6,3,103,132,2,1,0
11,17,-69,6,3,424,135,2,1,0
11,18,-69,6,3,251,21,2,1,0
11,19,-69,6,3,47,108,2,1,0
11,20,-69,6,3,367,224,2,1,0
11,21,-69,6,3,229,93,2,1,0
11,22,-69,6,3,-9,134,2,1,0
11,23,-69,6,3,293,269,2,1,0
11,24,-69,6,3,200,140,2,1,0
11,25,-69,6,3,-16,172,2,1,0
11,26,-69,6,3,205,373,2,1,0
11,27,-69,6,3,134,186,2,1,0
11,28,-69,6,3,-67,157,2,1,0
11,29,-69,6,3,72,394,2,1,0
11,30,-69,6,3,115,211,2,1,0
11,31,-69,6,3,-94,104,2,1,0
11,32,-69,6,3,25,410,2,1,0
11,33,-69,6,3,54,240,2,1,0
11,34,-69,6,3,-141,105,2,1,0
11,35,-69,6,3,-97,417,2,1,0
11,36,-69,6,3,-27,245,2,1,0
11,37,-69,6,3,-153,47,2,1,0
11,38,-69,6,3,-233,347,2,1,0
11,39,-69,6,3,-78,194,2,1,0
11,40,-69,6,3,-160,9,2,1,0
11,41,-69,6,3,-299,302,2,1,0
11,42,-69,6,3,-153,200,2,1,0
11,43,-69,6,3,-136,-8,2,1,0
11,44,-69,6,3,-367,211,2,1,0
12,0,-68,6,8,468,124,2,1,0
12,1,-68,6,8,-130,466,2,1,0
12,2,-68,6,8,-458,-146,2,1,0
12,3,-68,6,8,127,-470,2,1,0
12,4,-68,6,8,467,120,2,1,0
12,5,-68,6,8,-96,475,2,1,0
12,6,-68,6,8,-478,-81,2,1,0
12,7,-68,6,8,97,-477,2,1,0
12,8,-68,6,8,75,-477,2,1,0
12,9,-68,6,8,-43,-232,2,1,0
12,10,-68,6,8,92,-74,2,1,0
12,11,-68,6,8,8,-487,2,1,0
12,12,-68,6,8,-105,-213,2,1,0
12,13,-68,6,8,65,-93,2,1,0
12,14,-68,6,8,-186,-470,2,1,0
12,15,-68,6,8,-149,-170,2,1,0
12,16,-68,6,8,40,-104,2,1,0
12,17,-68,6,8,-234,-430,2,1,0
12,18,-68,6,8,-191,-143,2,1,0
12,19,-68,6,8,20,-115,2,1,0
12,20,-68,6,8,-364,-306,2,1,0
12,21,-68,6,8,-221,-88,2,1,0
12,22,-68,6,8,-8,-110,2,1,0
12,23,-68,6,8,-426,-215,2,1,0
12,24,-68,6,8,-231,-34,2,1,0
12,25,-68,6,8,-48,-102,2,1,0
12,26,-68,6,8,-463,-117,2,1,0
12,27,-68,6,8,-244,18,2,1,0
12,28,-68,6,8,-56,-94,2,1,0
12,29,-68,6,8,-478,-20,2,1,0
12,30,-68,6,8,-229,81,2,1,0
12,31,-68,6,8,-87,-85,2,1,0
12,32,-68,6,8,-468,113,2,1,0
12,33,-68,6,8,-196,121,2,1,0
12,34,-68,6,8,-105,-52,2,1,0
12,35,-68,6,8,-428,220,2,1,0
12,36,-68,6,8,-162,181,2,1,0
12,37,-68,6,8,-110,-32,2,1,0
12,38,-68,6,8,-350,336,2,1,0
12,39,-68,6,8,-134,195,2,1,0
12,40,-68,6,8,-111,-2,2,1,0
12,41,-68,6,8,-300,370,2,1,0
12,42,-68,6,8,-36,236,2,1,0
12,43,-68,6,8,-104,27,2,1,0
12,44,-68,6,8,-151,445,2,1,0
13,0,-68,6,4,468,160,2,1,0
13,1,-68,6,4,-152,467,2,1,0
13,2,-68,6,4,-451,-173,2,1,0
13,3,-68,6,4,174,-443,2,1,0
13,4,-68,6,4,412,257,2,1,0
13,5,-68,6,4,-243,430,2,1,0
13,6,-68,6,4,-430,-234,2,1,0
13,7,-68,6,4,284,-392,2,1,0
13,8,-68,6,4,336,-357,2,1,0
13,9,-68,6,4,124,-204,2,1,0
13,10,-68,6,4,104,30,2,1,0
13,11,-68,6,4,462,-185,2,1,0
13,12,-68,6,4,212,-119,2,1,0
13,13,-68,6,4,91,71,2,1,0
13,14,-68,6,4,492,-12,2,1,0
13,15,-68,6,4,229,-61,2,1,0
13,16,-68,6,4,57,105,2,1,0
13,17,-68,6,4,432,223,2,1,0
13,18,-68,6,4,239,44,2,1,0
13,19,-68,6,4,17,110,2,1,0
13,20,-68,6,4,395,299,2,1,0
13,21,-68,6,4,219,119,2,1,0
13,22,-68,6,4,-17,109,2,1,0
13,23,-68,6,4,243,425,2,1,0
13,24,-68,6,4,161,182,2,1,0
13,25,-68,6,4,-59,101,2,1,0
13,26,-68,6,4,103,475,2,1,0
13,27,-68,6,4,87,231,2,1,0
13,28,-68,6,4,-84,68,2,1,0
13,29,-68,6,4,-144,461,2,1,0
13,30,-68,6,4,-24,246,2,1,0
13,31,-68,6,4,-109,30,2,1,0
13,32,-68,6,4,-264,416,2,1,0
13,33,-68,6,4,-106,216,2,1,0
13,34,-68,6,4,-114,-9,2,1,0
13,35,-68,6,4,-402,281,2,1,0
13,36,-68,6,4,-154,193,2,1,0
13,37,-68,6,4,-103,-48,2,1,0
13,38,-68,6,4,-474,126,2,1,0
13,39,-68,6,4,-212,109,2,1,0
13,40,-68,6,4,-83,-82,2,1,0
13,41,-68,6,4,-473,-95,2,1,0
13,42,-68,6,4,-249,14,2,1,0
13,43,-68,6,4,-47,-107,2,1,0
13,44,-68,6,4,-434,-223,2,1,0
14,0,-69,6,9,-139,-381,2,1,0
14,1,-69,6,9,317,-174,2,1,0
